	city	cloudiness	country	date	humidity	lat	lng	temp_max	wind speed
369	Olho d’Agua	0	BR	1504946175	77	-2.88	-39.95	77.22	16.04
370	Cape Town	20	ZA	1504944000	63	-33.93	18.42	62.6	17.22
371	Trevi	0	IT	1504944000	68	41.9	12.49	75.2	3.36
372	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
373	Nome	20	US	1504943580	86	64.5	-165.41	39.2	8.05
374	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
375	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
376	Lima	12	PE	1504946160	83	-12.04	-77.03	50.31	2.17
377	Bowen	32	AU	1504940400	49	-20.02	148.23	73.4	11.41
378	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
379	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
380	Izhma	8	RU	1504946177	69	65.01	53.91	46.71	7.76
381	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
382	Fort St. John	40	CA	1504944000	58	56.25	-120.85	53.6	4.7
383	Torbay	90	CA	1504944000	100	47.67	-52.73	60.8	9.17
384	Clyde River	90	CA	1504944540	100	70.47	-68.59	35.6	28.86
385	Ancud	0	CL	1504946178	86	-41.87	-73.82	32.22	6.64
386	Hasaki	75	JP	1504942200	57	35.73	140.83	78.8	10.29
387	Amparihy	20	MG	1504944000	65	-25.02	46.97	77.0	28.86
388	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
389	Khao Wong	40	TH	1504944000	70	16.7	104.09	89.6	8.05
390	Bathsheba	75	BB	1504944000	88	13.22	-59.52	80.6	9.17
391	Balapur	40	IN	1504944000	62	17.31	78.48	89.6	2.24
392	Tarrant County	1	US	1504944900	77	32.77	-97.3	69.8	4.74
393	Saint-Philippe	0	RE	1504944000	65	-21.36	55.77	78.8	24.16
394	Ribeira Grande	40	PT	1504944000	73	38.52	-28.7	69.8	8.05
395	Conde	40	BR	1504944000	100	-7.26	-34.91	71.6	5.82
396	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
397	San Vicente	56	AR	1504946181	41	-26.62	-54.13	73.35	5.97
398	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
399	Oksfjord	0	NO	1504943400	89	70.24	22.35	46.4	14.99
400	Beringovskiy	32	RU	1504946182	83	63.05	179.32	55.35	11.45
401	East London	40	ZA	1504945080	64	-33.02	27.91	69.8	5.82
402	Castro	32	BR	1504945844	81	-24.79	-50.01	51.12	2.51
403	Jamestown	90	US	1504944720	100	42.1	-79.24	51.8	2.84
404	Chokurdakh	80	RU	1504946108	80	70.63	147.92	36.18	8.66
405	Sumberejo	32	ID	1504946183	89	-8.4	113.59	79.29	10.33
406	Jamestown	90	US	1504944720	100	42.1	-79.24	51.8	2.84
407	Luderitz	0	NA	1504946130	89	-26.65	15.16	60.03	12.24
408	Wegorzewo	44	PL	1504945906	86	54.22	21.74	63.63	15.7
409	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
410	Georgetown	20	GY	1504940400	100	6.8	-58.16	73.4	2.24
411	Orangeburg	1	US	1504944900	77	33.49	-80.86	62.6	5.82
412	Katsuura	75	JP	1504944000	65	35.13	140.3	80.6	14.99
413	Krasnyy Bor	0	RU	1504944000	77	59.68	30.67	59.0	8.95
414	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
415	Yar-Sale	56	RU	1504946107	100	66.83	70.83	44.91	17.16
416	Punta Arenas	75	CL	1504944000	69	-53.15	-70.92	33.8	19.46
417	Kapaa	75	US	1504943760	74	22.08	-159.32	80.6	12.75
418	Bambous Virieux	75	MU	1504944000	73	-20.34	57.76	75.2	18.34
419	Faanui	8	PF	1504946109	100	-16.48	-151.75	79.38	10.0
420	Lebu	0	CL	1504946115	100	-37.62	-73.65	48.24	27.78
421	Pisco	90	PE	1504944000	82	-13.7	-76.22	62.6	5.82
422	Qaanaaq	12	GL	1504946186	100	77.48	-69.36	22.32	18.16
423	Severo-Kurilsk	92	RU	1504946186	97	50.68	156.12	49.59	19.17
424	Koukkuniemi	75	FI	1504945200	100	60.15	24.76	53.6	13.87
425	Sambava	76	MG	1504946187	100	-14.27	50.17	76.59	21.97
426	Carnarvon	0	AU	1504946102	79	-24.87	113.63	70.11	6.98
427	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
428	Lavrentiya	100	RU	1504946187	95	65.58	-171.0	45.18	4.41
429	Avarua	75	CK	1504944000	68	-21.21	-159.78	69.8	4.7
430	Champerico	76	GT	1504946188	100	14.3	-91.92	75.42	3.62
431	Narsaq	90	GL	1504943400	39	60.92	-46.05	48.2	12.75
432	Zhigansk	64	RU	1504946188	72	66.77	123.37	45.72	3.06
433	Punta Arenas	75	CL	1504944000	69	-53.15	-70.92	33.8	19.46
434	Westport	1	US	1504943760	82	41.14	-73.36	59.0	6.93
435	New Norfolk	20	AU	1504944000	53	-42.78	147.06	51.8	12.75
436	Barrow	90	US	1504943580	100	71.29	-156.79	32.0	10.29
437	Talnakh	44	RU	1504946190	71	69.49	88.4	46.44	10.45
438	Hasaki	75	JP	1504942200	57	35.73	140.83	78.8	10.29
439	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
440	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
441	Ust-Nera	0	RU	1504946190	88	64.57	143.2	41.31	2.06
442	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
443	Balclutha	20	NZ	1504946082	69	-46.23	169.75	41.76	14.25
444	Pevek	68	RU	1504946191	100	69.7	170.31	40.5	21.3
445	Butaritari	56	KI	1504946120	100	3.07	172.79	83.34	9.78
446	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
447	Tilbury	0	GB	1504945200	76	51.46	0.36	57.2	9.17
448	Yairipok	40	IN	1504944000	66	24.67	94.07	84.2	5.82
449	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
450	Katsuura	75	JP	1504944000	65	35.13	140.3	80.6	14.99
451	Ujar	0	AZ	1504946193	51	40.52	47.65	80.19	3.74
452	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
453	Pyt-Yakh	48	RU	1504946193	84	60.75	72.86	48.6	4.41
454	Chokurdakh	80	RU	1504946108	80	70.63	147.92	36.18	8.66
455	Hithadhoo	8	MV	1504946091	100	-0.6	73.08	83.52	11.56
456	Goderich	8	CA	1504946164	88	43.75	-81.72	42.93	5.19
457	Clyde River	90	CA	1504944540	100	70.47	-68.59	35.6	28.86
458	Kaeo	48	NZ	1504946194	83	-35.1	173.78	46.71	8.21
459	Kapaa	75	US	1504943760	74	22.08	-159.32	80.6	12.75
460	Ouallam	56	NE	1504946195	84	14.32	2.09	84.6	4.74
461	Naze	20	JP	1504940400	62	28.37	129.48	86.0	5.82
462	Vardo	0	NO	1504946083	99	70.37	31.11	48.42	25.32
463	Mantua	36	CU	1504946195	92	22.29	-84.28	79.92	6.98
464	Saint George	75	US	1504943760	73	37.1	-113.58	69.8	17.22
465	Bredasdorp	48	ZA	1504944000	59	-34.53	20.04	62.6	3.62
466	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
467	Okha	92	RU	1504946085	91	53.57	142.95	56.97	4.18
468	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
469	Bilibino	44	RU	1504946103	93	68.05	166.44	41.04	2.73
470	Trevi	0	IT	1504944000	68	41.9	12.49	75.2	3.36
471	San Policarpo	36	PH	1504946197	100	12.18	125.51	81.81	1.39
472	Salyan	80	NP	1504946130	65	28.38	82.17	84.06	2.95
473	Novaya Derevnya	92	RU	1504946197	100	63.9	38.06	48.42	14.47
474	Kahului	20	US	1504944840	69	20.89	-156.47	78.8	5.82
475	Cayenne	90	GF	1504944000	94	4.93	-52.33	73.4	1.12
476	Souillac	75	MU	1504944000	73	-20.52	57.52	75.2	18.34
477	Waingapu	0	ID	1504946198	45	-9.66	120.26	85.41	12.24
478	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
479	Galveston	1	US	1504943580	78	29.3	-94.8	73.4	11.41
480	Hofn	36	IS	1504946199	100	64.25	-15.21	49.41	2.17
481	Puerto Ayora	80	EC	1504946090	100	-0.74	-90.35	67.41	11.68
482	Thompson	40	CA	1504944000	72	55.74	-97.86	59.0	5.82
483	Taoudenni	0	ML	1504946145	13	22.68	-3.98	96.93	7.54
484	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
485	Powell	40	US	1504945440	93	40.16	-83.08	53.6	7.31
486	Tasiilaq	92	GL	1504943400	91	65.61	-37.64	41.0	24.16
487	Pyrgos	75	GR	1504943400	69	37.68	21.44	78.8	3.4
488	Pilar	40	BR	1504944000	94	-9.6	-35.96	68.0	7.76
489	Ólafsvík	80	IS	1504946097	100	64.89	-23.71	48.87	1.16
490	Tasiilaq	92	GL	1504943400	91	65.61	-37.64	41.0	24.16
491	Chandler	1	US	1504943880	73	33.31	-111.84	86.0	5.64
492	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
493	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
494	Hobart	20	AU	1504944000	53	-42.88	147.33	51.8	12.75
495	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
496	Jamestown	90	US	1504944720	100	42.1	-79.24	51.8	2.84
497	Panguna	68	PG	1504946202	92	-6.32	155.48	76.5	2.39
498	Qaanaaq	12	GL	1504946186	100	77.48	-69.36	22.32	18.16
499	Cape Town	20	ZA	1504944000	63	-33.93	18.42	62.6	17.22
500	Aksarka	92	RU	1504946203	69	66.56	67.8	43.29	15.37
501	Khatanga	56	RU	1504946203	73	71.97	102.5	40.41	20.51
502	Usak	0	TR	1504945913	33	38.67	29.41	82.44	4.07
503	New Norfolk	20	AU	1504944000	53	-42.78	147.06	51.8	12.75
504	Bambous Virieux	75	MU	1504944000	73	-20.34	57.76	75.2	18.34
505	Namie	20	JP	1504940400	39	37.48	141.0	78.8	3.36
506	Glen Allen	1	US	1504943760	100	37.67	-77.51	59.0	5.53
507	Praia da Vitoria	40	PT	1504944000	88	38.73	-27.07	69.8	6.93
508	Huarmey	12	PE	1504946205	91	-10.07	-78.15	48.78	1.95
509	Batouri	20	CM	1504946205	100	4.43	14.37	79.11	4.63
510	Katsuura	75	JP	1504944000	65	35.13	140.3	80.6	14.99
511	Anar Darah	0	AF	1504946206	10	32.76	61.65	96.84	15.7
512	Clyde River	90	CA	1504944540	100	70.47	-68.59	35.6	28.86
513	Cape Coast	20	GH	1504945945	94	5.11	-1.25	76.23	4.85
514	Salta	40	AR	1504944000	87	-24.79	-65.41	59.0	1.83
515	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
516	Ólafsvík	80	IS	1504946097	100	64.89	-23.71	48.87	1.16
517	Krasnyy Bor	0	RU	1504944000	77	59.68	30.67	59.0	8.95
518	Thompson	40	CA	1504944000	72	55.74	-97.86	59.0	5.82
519	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
520	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
521	Provideniya	92	RU	1504946114	100	64.38	-173.3	46.17	4.52
522	Sitka	90	US	1504944120	100	57.05	-135.33	53.6	4.7
523	Kodino	92	RU	1504946208	100	63.72	39.64	46.62	9.78
524	Bom Jesus	0	BR	1504946208	63	-9.07	-44.36	73.44	13.02
525	Tiksi	88	RU	1504946151	93	71.69	128.87	37.08	7.65
526	Bani	76	DO	1504946209	100	18.28	-70.33	83.61	7.2
527	Batagay-Alyta	88	RU	1504946209	85	67.8	130.41	32.49	3.62
528	Codrington	88	AU	1504946209	92	-38.27	141.97	53.19	9.78
529	Taft	20	IR	1504944000	6	31.75	54.21	95.0	2.24
530	Ribeira Grande	40	PT	1504944000	73	38.52	-28.7	69.8	8.05
531	Tessalit	0	ML	1504946210	38	20.2	1.01	89.91	14.25
532	Bandarbeyla	0	SO	1504946210	79	9.49	50.81	81.54	22.19
533	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
534	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
535	Xarqueada	92	BR	1504946211	46	-9.49	-48.36	83.88	3.96
536	San Patricio	8	MX	1504946211	100	19.22	-104.7	73.53	2.62
537	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
538	Wilmington	1	US	1504944600	87	34.23	-77.94	62.6	5.82
539	Avarua	75	CK	1504944000	68	-21.21	-159.78	69.8	4.7
540	Bhind	40	IN	1504942200	56	26.56	78.79	95.0	6.93
541	Ribeira Grande	40	PT	1504944000	73	38.52	-28.7	69.8	8.05
542	Hobart	20	AU	1504944000	53	-42.88	147.33	51.8	12.75
543	Kodiak	1	US	1504943580	76	57.79	-152.41	51.8	9.17
544	Hilo	90	US	1504944480	94	19.73	-155.09	71.6	5.82
545	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
546	Mayo	1	US	1504945080	87	38.89	-76.51	62.6	3.36
547	Puerto del Rosario	20	ES	1504944000	73	28.5	-13.86	75.2	9.17
548	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
549	Mount Gambier	56	AU	1504946214	80	-37.83	140.77	50.58	3.06
550	Victoria	75	CA	1504944000	48	48.43	-123.37	62.6	8.05
551	Hastings	20	GB	1504945200	87	50.86	0.57	59.0	11.41
552	Hofn	36	IS	1504946199	100	64.25	-15.21	49.41	2.17
553	Faanui	8	PF	1504946109	100	-16.48	-151.75	79.38	10.0
554	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
555	Arraial do Cabo	0	BR	1504946106	93	-22.97	-42.03	68.58	19.51
556	Tiksi	88	RU	1504946151	93	71.69	128.87	37.08	7.65
557	Ribeira Grande	40	PT	1504944000	73	38.52	-28.7	69.8	8.05
558	Barenburg	92	DE	1504945200	100	52.62	8.8	59.0	10.29
559	Kashechewan	64	CA	1504946171	65	52.3	-81.62	46.89	10.89
560	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
561	Krasnyy Bor	0	RU	1504944000	77	59.68	30.67	59.0	8.95
562	Trevi	0	IT	1504944000	68	41.9	12.49	75.2	3.36
563	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
564	Yar-Sale	56	RU	1504946107	100	66.83	70.83	44.91	17.16
565	Pozorice	40	CZ	1504944000	63	49.21	16.79	64.4	17.22
566	Tazovskiy	44	RU	1504946218	89	67.47	78.7	45.54	13.02
567	Bredasdorp	48	ZA	1504944000	59	-34.53	20.04	62.6	3.62
568	Kavaratti	76	IN	1504946218	100	10.57	72.64	79.2	7.43
569	Ponta do Sol	20	PT	1504944000	68	32.67	-17.1	69.8	23.04
570	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
571	Marawi	68	PH	1504946166	83	8.0	124.29	75.51	2.62
572	Cape Town	20	ZA	1504944000	63	-33.93	18.42	62.6	17.22
573	Taoyuan City	75	TW	1504942200	63	24.99	121.3	91.4	5.82
574	Great Falls	1	US	1504943880	31	47.5	-111.3	66.2	11.41
575	Portland	90	US	1504943760	72	45.52	-122.68	66.2	5.82
576	Arraial do Cabo	0	BR	1504946106	93	-22.97	-42.03	68.58	19.51
577	Provideniya	92	RU	1504946114	100	64.38	-173.3	46.17	4.52
578	Neiafu	12	TO	1504946220	100	-18.65	-173.98	78.66	10.0
579	Tasiilaq	92	GL	1504943400	91	65.61	-37.64	41.0	24.16
580	Cidreira	88	BR	1504946221	91	-30.18	-50.21	64.53	9.66
581	Lata	75	PT	1504944000	88	40.16	-8.33	64.4	10.29
582	Nadym	68	RU	1504946221	78	65.53	72.52	45.36	10.0
583	Kapaa	75	US	1504943760	74	22.08	-159.32	80.6	12.75
584	Yellowknife	5	CA	1504944000	76	62.46	-114.35	50.0	11.41
585	Punta Arenas	75	CL	1504944000	69	-53.15	-70.92	33.8	19.46
586	Hobart	20	AU	1504944000	53	-42.88	147.33	51.8	12.75
587	Hobart	20	AU	1504944000	53	-42.88	147.33	51.8	12.75
588	Tolaga Bay	0	NZ	1504946223	61	-38.37	178.3	48.69	17.49
589	Aleksandrov Gay	0	RU	1504946223	45	50.15	48.57	72.99	17.05
590	Mogadishu	75	SO	1504944000	74	2.04	45.34	84.2	13.87
591	Puerto Ayora	80	EC	1504946090	100	-0.74	-90.35	67.41	11.68
592	Nome	20	US	1504943580	86	64.5	-165.41	39.2	8.05
593	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
594	Amparihy	20	MG	1504944000	65	-25.02	46.97	77.0	28.86
595	Bluff	68	NZ	1504946093	100	-46.6	168.33	47.88	10.78
596	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
597	Bonavista	76	CA	1504946225	98	48.65	-53.11	56.88	4.74
598	New Norfolk	20	AU	1504944000	53	-42.78	147.06	51.8	12.75
599	Kruisfontein	0	ZA	1504946117	75	-34.0	24.73	65.34	3.4
600	Buta	0	CD	1504946225	78	2.79	24.73	83.16	2.73
601	Cabo San Lucas	0	MX	1504946225	100	22.89	-109.91	80.82	9.33
602	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
603	Bonavista	76	CA	1504946225	98	48.65	-53.11	56.88	4.74
604	Puerto Ayora	80	EC	1504946090	100	-0.74	-90.35	67.41	11.68
605	Provideniya	92	RU	1504946114	100	64.38	-173.3	46.17	4.52
606	Cap Malheureux	75	MU	1504944000	73	-19.98	57.61	75.2	18.34
607	Qaanaaq	12	GL	1504946186	100	77.48	-69.36	22.32	18.16
608	Omboue	68	GA	1504946227	100	-1.57	9.26	75.6	5.19
609	Vaini	75	TO	1504944000	94	-21.2	-175.2	71.6	6.98
610	East London	40	ZA	1504945080	64	-33.02	27.91	69.8	5.82
611	Leningradskiy	92	RU	1504946124	94	69.38	178.42	40.86	10.78
612	Barrow	90	US	1504943580	100	71.29	-156.79	32.0	10.29
613	Bol	36	TD	1504946228	91	13.46	14.71	86.22	11.01
614	Kruisfontein	0	ZA	1504946117	75	-34.0	24.73	65.34	3.4
615	Vestmanna	8	FO	1504945200	81	62.16	-7.17	51.8	13.87
616	Kadiri	12	IN	1504946229	82	14.12	78.17	86.31	4.52
617	Kupang	20	ID	1504944000	48	-10.17	123.58	86.0	12.75
618	Saint-Joseph	0	RE	1504944000	65	-21.37	55.62	78.8	24.16
619	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
620	Boa Viagem	0	BR	1504946230	65	-5.13	-39.73	72.36	13.69
621	Varnek	56	RU	1504946084	98	69.71	60.05	42.57	18.39
622	Krasnyy Bor	0	RU	1504944000	77	59.68	30.67	59.0	8.95
623	Barrow	90	US	1504943580	100	71.29	-156.79	32.0	10.29
624	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
625	Hermanus	8	ZA	1504946088	65	-34.42	19.23	61.11	3.74
626	Ostrovnoy	76	RU	1504946231	82	68.05	39.51	44.1	20.74
627	Hilo	90	US	1504944480	94	19.73	-155.09	71.6	5.82
628	Bogande	0	BF	1504946231	99	12.97	-0.14	82.71	5.41
629	Yuryev-Polskiy	0	RU	1504946232	90	56.5	39.68	60.21	12.46
630	Anadyr	75	RU	1504944000	76	64.75	177.48	57.2	11.18
631	East London	40	ZA	1504945080	64	-33.02	27.91	69.8	5.82
632	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
633	Kapaa	75	US	1504943760	74	22.08	-159.32	80.6	12.75
634	Punta Arenas	75	CL	1504944000	69	-53.15	-70.92	33.8	19.46
635	Constitucion	0	CL	1504946233	100	-35.33	-72.42	46.26	17.83
636	Alto Araguaia	32	BR	1504946029	51	-17.31	-53.22	67.5	4.41
637	Dingle	20	PH	1504944000	66	11.0	122.67	91.4	13.87
638	Cape Town	20	ZA	1504944000	63	-33.93	18.42	62.6	17.22
639	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
640	Tasiilaq	92	GL	1504943400	91	65.61	-37.64	41.0	24.16
641	Sao Filipe	0	CV	1504946106	100	14.9	-24.5	79.74	10.22
642	Poum	0	NC	1504946234	100	-20.23	164.02	71.37	21.18
643	Saskylakh	64	RU	1504946083	86	71.92	114.08	38.79	12.35
644	Vanavara	48	RU	1504946235	60	60.34	102.28	45.18	6.87
645	Bambous Virieux	75	MU	1504944000	73	-20.34	57.76	75.2	18.34
646	Pyt-Yakh	48	RU	1504946193	84	60.75	72.86	48.6	4.41
647	Saint-Philippe	0	RE	1504944000	65	-21.36	55.77	78.8	24.16
648	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
649	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
650	Srednekolymsk	92	RU	1504946236	93	67.45	153.68	41.67	3.29
651	Busselton	24	AU	1504946094	95	-33.65	115.33	62.82	10.78
652	Fevral’sk	68	RU	1504946237	50	52.47	130.72	56.79	6.98
653	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
654	Cherskiy	68	RU	1504946087	90	68.75	161.3	39.33	3.29
655	Ust-Tsilma	36	RU	1504946237	72	65.44	52.15	44.01	8.66
656	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
657	Cotonou	40	BJ	1504944000	88	6.37	2.42	78.8	6.93
658	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
659	Bubaque	40	GW	1504944000	94	11.28	-15.83	75.2	3.36
660	Luderitz	0	NA	1504946130	89	-26.65	15.16	60.03	12.24
661	Vysotsk	90	RU	1504945200	100	60.63	28.57	51.8	5.82
662	Ngunguru	20	NZ	1504946239	100	-35.62	174.5	54.09	17.49
663	Ampara	80	LK	1504946108	90	7.28	81.67	81.45	4.18
664	Christchurch	0	NZ	1504944000	56	-43.53	172.63	44.6	3.36
665	Kodinsk	68	RU	1504946240	60	58.69	99.18	47.34	5.41
666	Nabire	88	ID	1504946240	96	-3.37	135.48	71.37	0.6
667	Hithadhoo	8	MV	1504946091	100	-0.6	73.08	83.52	11.56
668	Dikson	12	RU	1504946240	100	73.51	80.55	37.53	20.51
669	Sibolga	88	ID	1504946241	100	1.74	98.78	70.11	1.16
670	Chagoda	8	RU	1504946241	88	59.16	35.33	57.87	4.97
671	Rudnik	88	RU	1504946093	83	69.75	61.65	40.86	16.04
672	Hilo	90	US	1504944480	94	19.73	-155.09	71.6	5.82
673	East London	40	ZA	1504945080	64	-33.02	27.91	69.8	5.82
674	Hermanus	8	ZA	1504946088	65	-34.42	19.23	61.11	3.74
675	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
676	Galesong	20	ID	1504944000	32	-5.32	119.37	95.0	13.87
677	Udachnyy	92	RU	1504946153	88	66.42	112.4	40.95	7.54
678	Alipur	0	PK	1504946243	69	29.38	70.91	94.23	12.57
679	Mitsamiouli	20	KM	1504944000	78	-11.38	43.28	82.4	13.87
680	Csongrad	0	HU	1504943100	52	46.71	20.14	73.4	2.24
681	Rio Rancho	1	US	1504944900	54	35.23	-106.66	71.6	2.95
682	Itapirapua	0	BR	1504946244	37	-15.82	-50.61	70.29	7.76
683	Cape Town	20	ZA	1504944000	63	-33.93	18.42	62.6	17.22
684	Ust-Nera	0	RU	1504946244	88	64.57	143.2	41.31	2.06
685	Dubno	0	UA	1504944000	52	50.42	25.73	66.2	8.95
686	Maloy	92	NO	1504945200	71	61.94	5.11	57.2	4.7
687	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
688	Trevi	0	IT	1504944000	68	41.9	12.49	75.2	3.36
689	Ambilobe	0	MG	1504946245	42	-13.2	49.05	84.78	21.52
690	Yellowknife	5	CA	1504944000	76	62.46	-114.35	50.0	11.41
691	Sistranda	40	NO	1504945200	58	63.73	8.83	55.4	18.34
692	Yellowknife	5	CA	1504944000	76	62.46	-114.35	50.0	11.41
693	Margate	20	GB	1504945200	76	51.38	1.39	57.2	9.17
694	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
695	Chokurdakh	80	RU	1504946108	80	70.63	147.92	36.18	8.66
696	Trevi	0	IT	1504944000	68	41.9	12.49	75.2	3.36
697	Narsaq	90	GL	1504943400	39	60.92	-46.05	48.2	12.75
698	Damaia	75	PT	1504944000	77	38.75	-9.21	68.0	12.75
699	Gyanpur	8	IN	1504946104	81	25.35	82.47	91.26	8.55
700	Mar del Plata	90	AR	1504944000	100	-38.0	-57.56	51.8	11.41
701	Pio XII	0	BR	1504946248	95	-3.83	-45.15	72.72	2.51
702	Morondava	0	MG	1504946248	67	-20.28	44.28	82.98	7.43
703	Rikitea	92	PF	1504946085	100	-23.12	-134.97	70.65	5.3
704	Saint George	75	US	1504943760	73	37.1	-113.58	69.8	17.22
705	Carutapera	8	BR	1504946249	89	-1.2	-46.02	78.39	9.22
706	The Valley	24	AI	1504946249	100	18.22	-63.06	82.8	19.28
707	Sale	40	MA	1504944000	73	34.04	-6.82	73.4	9.17
708	Chuy	100	UY	1504946146	97	-33.7	-53.46	61.29	11.01
709	Jamestown	90	US	1504944720	100	42.1	-79.24	51.8	2.84
710	Waipawa	0	NZ	1504944000	53	-41.41	175.52	51.8	10.29
711	Puerto Ayora	80	EC	1504946090	100	-0.74	-90.35	67.41	11.68
712	Nanortalik	92	GL	1504946172	94	60.14	-45.24	38.43	6.42
713	Mathura	40	IN	1504942200	47	27.5	77.68	96.8	8.05
714	Varnek	56	RU	1504946084	98	69.71	60.05	42.57	18.39
715	Krasnyy Bor	0	RU	1504944000	77	59.68	30.67	59.0	8.95
716	Cervo	92	ES	1504946251	100	43.67	-7.41	63.45	17.83
717	Ancud	0	CL	1504946178	86	-41.87	-73.82	32.22	6.64
718	Kodiak	1	US	1504943580	76	57.79	-152.41	51.8	9.17
719	Beringovskiy	32	RU	1504946182	83	63.05	179.32	55.35	11.45
720	Vila Velha	75	BR	1504944000	100	-20.33	-40.29	66.2	2.24
721	Port Alfred	64	ZA	1504946081	86	-33.59	26.89	64.71	3.18
722	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
723	Jamestown	90	US	1504944720	100	42.1	-79.24	51.8	2.84
724	Bredasdorp	48	ZA	1504944000	59	-34.53	20.04	62.6	3.62
725	Albany	1	US	1504943640	93	42.65	-73.76	53.6	5.82
726	Bluff	68	NZ	1504946093	100	-46.6	168.33	47.88	10.78
727	Upernavik	32	GL	1504946154	100	72.79	-56.15	37.98	25.55
728	Barrow	90	US	1504943580	100	71.29	-156.79	32.0	10.29
729	Flinders	88	AU	1504944000	66	-34.58	150.86	50.0	5.82
730	Mama	92	RU	1504946255	89	58.31	112.9	43.56	2.62
731	Gyanpur	8	IN	1504946104	81	25.35	82.47	91.26	8.55
732	Tuktoyaktuk	88	CA	1504946255	100	69.45	-133.04	39.06	12.24
733	Ushuaia	75	AR	1504944000	44	-54.8	-68.3	41.0	19.46
734	Thompson	40	CA	1504944000	72	55.74	-97.86	59.0	5.82
735	Glendive	1	US	1504944900	59	47.11	-104.71	62.6	5.82
736	Krasnyy Bor	0	RU	1504944000	77	59.68	30.67	59.0	8.95
737	Amparihy	20	MG	1504944000	65	-25.02	46.97	77.0	28.86
738	Praia da Vitoria	40	PT	1504944000	88	38.73	-27.07	69.8	6.93
739	Atuona	80	PF	1504946086	100	-9.8	-139.03	80.19	16.26
740	Tocopilla	64	CL	1504946257	100	-22.09	-70.2	48.87	1.5
741	Ejido	44	VE	1504946257	100	8.55	-71.24	51.84	1.5
742	Belaya Gora	92	RU	1504946095	100	68.53	146.42	38.07	5.41
743	Grindavik	0	IS	1504944000	93	63.84	-22.43	46.4	3.36
